id,modulo_id,titulo,ordem_aula,duracao_minutos,tipo
3155,421,Aula 2,2,16,video
3156,421,Aula 3,3,22,video
3157,421,Aula 4,4,23,video
3158,421,Aula 5,5,13,video
3159,421,Aula 6,6,21,texto
3160,421,Aula 7,7,15,texto
3161,421,Aula 8,8,9,video
3162,421,Aula 9,9,15,quiz
3163,422,Aula 1,1,9,texto
3164,422,Aula 2,2,8,texto
3165,422,Aula 3,3,6,video
3166,422,Aula 4,4,20,texto
3167,422,Aula 5,5,16,texto
3168,422,Aula 6,6,14,texto
3169,422,Aula 7,7,24,texto
3170,422,Aula 8,8,21,texto
3171,422,Aula 9,9,18,video
3172,423,Aula 1,1,20,video
3173,423,Aula 2,2,22,quiz
3174,423,Aula 3,3,25,texto
3175,423,Aula 4,4,6,video
3176,423,Aula 5,5,9,video
3177,423,Aula 6,6,12,video
3178,423,Aula 7,7,6,texto
3179,423,Aula 8,8,13,video
3180,424,Aula 1,1,18,video
3181,424,Aula 2,2,20,video
3182,424,Aula 3,3,19,texto
3183,424,Aula 4,4,22,texto
3184,424,Aula 5,5,19,texto
3185,424,Aula 6,6,8,quiz
3186,424,Aula 7,7,9,video
3187,424,Aula 8,8,16,video
3188,424,Aula 9,9,11,texto
3189,425,Aula 1,1,10,quiz
3190,425,Aula 2,2,21,texto
3191,425,Aula 3,3,23,quiz
3192,425,Aula 4,4,23,video
3193,425,Aula 5,5,23,video
3194,425,Aula 6,6,21,quiz
3195,425,Aula 7,7,10,texto
3196,426,Aula 1,1,12,texto
3197,426,Aula 2,2,8,texto
3198,426,Aula 3,3,5,texto
3199,426,Aula 4,4,8,texto
3200,426,Aula 5,5,16,quiz
3201,426,Aula 6,6,8,texto
3202,427,Aula 1,1,5,video
3203,427,Aula 2,2,19,quiz
3204,427,Aula 3,3,20,texto
3205,427,Aula 4,4,25,texto
3206,427,Aula 5,5,24,quiz
3207,427,Aula 6,6,5,texto
3208,427,Aula 7,7,6,quiz
3209,428,Aula 1,1,15,quiz
3210,428,Aula 2,2,23,video
3211,428,Aula 3,3,11,video
3212,428,Aula 4,4,25,texto
3213,428,Aula 5,5,15,video
3214,428,Aula 6,6,7,quiz
3215,428,Aula 7,7,24,texto
3216,428,Aula 8,8,7,texto
3217,428,Aula 9,9,13,video
3218,429,Aula 1,1,17,video
3219,429,Aula 2,2,5,video
3220,429,Aula 3,3,10,texto
3221,429,Aula 4,4,17,texto
3222,429,Aula 5,5,25,quiz
3223,429,Aula 6,6,9,video
3224,429,Aula 7,7,14,texto
3225,430,Aula 1,1,14,quiz
3226,430,Aula 2,2,24,video
3227,430,Aula 3,3,16,quiz
3228,430,Aula 4,4,8,texto
3229,430,Aula 5,5,21,video
3230,430,Aula 6,6,20,texto
3231,430,Aula 7,7,17,texto
3232,430,Aula 8,8,13,quiz
3233,430,Aula 9,9,24,texto
3234,431,Aula 1,1,18,texto
3235,431,Aula 2,2,24,video
3236,431,Aula 3,3,18,quiz
3237,431,Aula 4,4,18,video
3238,431,Aula 5,5,6,quiz
3239,431,Aula 6,6,15,texto
3240,432,Aula 1,1,25,quiz
3241,432,Aula 2,2,9,texto
3242,432,Aula 3,3,21,quiz
3243,432,Aula 4,4,25,quiz
3244,432,Aula 5,5,7,texto
3245,432,Aula 6,6,19,texto
3246,432,Aula 7,7,7,texto
3247,433,Aula 1,1,9,video
3248,433,Aula 2,2,14,video
3249,433,Aula 3,3,21,texto
3250,433,Aula 4,4,14,quiz
3251,433,Aula 5,5,6,quiz
3252,433,Aula 6,6,7,video
3253,433,Aula 7,7,21,video
3254,433,Aula 8,8,21,texto
3255,434,Aula 1,1,8,texto
3256,434,Aula 2,2,23,texto
3257,434,Aula 3,3,16,texto
3258,434,Aula 4,4,23,video
3259,434,Aula 5,5,21,video
3260,434,Aula 6,6,8,quiz
3261,434,Aula 7,7,19,video
3262,434,Aula 8,8,10,texto
3263,434,Aula 9,9,6,video
3264,435,Aula 1,1,14,texto
3265,435,Aula 2,2,23,quiz
3266,435,Aula 3,3,19,quiz
3267,435,Aula 4,4,19,quiz
3268,435,Aula 5,5,13,texto
3269,435,Aula 6,6,10,video
3270,435,Aula 7,7,10,video
3271,435,Aula 8,8,24,texto
3272,435,Aula 9,9,8,texto
3273,436,Aula 1,1,5,texto
3274,436,Aula 2,2,8,video
3275,436,Aula 3,3,10,quiz
3276,436,Aula 4,4,20,texto
3277,436,Aula 5,5,17,quiz
3278,436,Aula 6,6,24,quiz
3279,437,Aula 1,1,14,quiz
3280,437,Aula 2,2,24,texto
3281,437,Aula 3,3,17,texto
3282,437,Aula 4,4,7,video
3283,437,Aula 5,5,9,video
3284,437,Aula 6,6,11,video
3285,437,Aula 7,7,5,quiz
3286,437,Aula 8,8,11,video
3287,437,Aula 9,9,11,texto
3288,438,Aula 1,1,25,video
3289,438,Aula 2,2,18,quiz
3290,438,Aula 3,3,22,video
3291,438,Aula 4,4,7,texto
3292,438,Aula 5,5,19,video
3293,438,Aula 6,6,20,texto
3294,438,Aula 7,7,5,video
3295,439,Aula 1,1,9,quiz
3296,439,Aula 2,2,19,texto
3297,439,Aula 3,3,20,video
3298,439,Aula 4,4,19,quiz
3299,439,Aula 5,5,12,video
3300,439,Aula 6,6,14,quiz
3301,439,Aula 7,7,17,video
3302,440,Aula 1,1,5,video
3303,440,Aula 2,2,25,quiz
3304,440,Aula 3,3,18,texto
3305,440,Aula 4,4,20,quiz
3306,440,Aula 5,5,23,quiz
3307,440,Aula 6,6,22,texto
3308,440,Aula 7,7,6,texto
3309,440,Aula 8,8,17,texto
3310,441,Aula 1,1,12,quiz
3311,441,Aula 2,2,6,quiz
3312,441,Aula 3,3,5,texto
3313,441,Aula 4,4,23,texto
3314,441,Aula 5,5,22,video
3315,441,Aula 6,6,13,quiz
3316,441,Aula 7,7,18,texto
3317,441,Aula 8,8,8,texto
3318,441,Aula 9,9,24,quiz
3319,442,Aula 1,1,19,quiz
3320,442,Aula 2,2,18,video
3321,442,Aula 3,3,10,texto
3322,442,Aula 4,4,11,texto
3323,442,Aula 5,5,16,texto
3324,442,Aula 6,6,12,quiz
3325,442,Aula 7,7,12,quiz
3326,442,Aula 8,8,15,quiz
3327,443,Aula 1,1,9,texto
3328,443,Aula 2,2,17,texto
3329,443,Aula 3,3,25,quiz
3330,443,Aula 4,4,16,texto
3331,443,Aula 5,5,10,quiz
3332,443,Aula 6,6,11,texto
3333,443,Aula 7,7,7,quiz
3334,443,Aula 8,8,20,video
3335,443,Aula 9,9,10,video
3336,444,Aula 1,1,24,texto
3337,444,Aula 2,2,8,texto
3338,444,Aula 3,3,20,texto
3339,444,Aula 4,4,12,video
3340,444,Aula 5,5,22,video
3341,444,Aula 6,6,5,texto
3342,444,Aula 7,7,13,texto
3343,445,Aula 1,1,10,quiz
3344,445,Aula 2,2,6,video
3345,445,Aula 3,3,15,texto
3346,445,Aula 4,4,8,quiz
3347,445,Aula 5,5,12,video
3348,445,Aula 6,6,22,video
3349,445,Aula 7,7,20,texto
3350,446,Aula 1,1,16,video
3351,446,Aula 2,2,22,texto
3352,446,Aula 3,3,9,quiz
3353,446,Aula 4,4,21,quiz
3354,446,Aula 5,5,8,quiz
3355,446,Aula 6,6,6,texto
3356,446,Aula 7,7,19,video
3357,446,Aula 8,8,8,quiz
3358,447,Aula 1,1,22,video
3359,447,Aula 2,2,21,video
3360,447,Aula 3,3,10,quiz
3361,447,Aula 4,4,8,video
3362,447,Aula 5,5,16,video
3363,447,Aula 6,6,14,quiz
3364,448,Aula 1,1,21,texto
3365,448,Aula 2,2,8,video
3366,448,Aula 3,3,25,texto
3367,448,Aula 4,4,15,video
3368,448,Aula 5,5,8,video
3369,448,Aula 6,6,19,texto
3370,448,Aula 7,7,5,video
3371,448,Aula 8,8,20,texto
3372,448,Aula 9,9,14,quiz
3373,449,Aula 1,1,7,texto
3374,449,Aula 2,2,16,quiz
3375,449,Aula 3,3,18,texto
3376,449,Aula 4,4,25,quiz
3377,449,Aula 5,5,12,video
3378,449,Aula 6,6,21,texto
3379,449,Aula 7,7,12,video
3380,450,Aula 1,1,18,texto
3381,450,Aula 2,2,19,quiz
3382,450,Aula 3,3,16,video
3383,450,Aula 4,4,19,video
3384,450,Aula 5,5,5,quiz
3385,450,Aula 6,6,21,video
3386,450,Aula 7,7,7,texto
3387,450,Aula 8,8,15,texto
3388,450,Aula 9,9,10,texto
3389,451,Aula 1,1,17,video
3390,451,Aula 2,2,25,video
3391,451,Aula 3,3,23,video
3392,451,Aula 4,4,25,quiz
3393,451,Aula 5,5,21,texto
3394,451,Aula 6,6,18,texto
3395,452,Aula 1,1,15,texto
3396,452,Aula 2,2,5,texto
3397,452,Aula 3,3,21,quiz
3398,452,Aula 4,4,9,quiz
3399,452,Aula 5,5,17,texto
3400,452,Aula 6,6,25,video
3401,452,Aula 7,7,22,quiz
3402,452,Aula 8,8,24,quiz
3403,453,Aula 1,1,16,quiz
3404,453,Aula 2,2,17,video
3405,453,Aula 3,3,14,video
3406,453,Aula 4,4,6,quiz
3407,453,Aula 5,5,15,texto
3408,453,Aula 6,6,9,quiz
3409,453,Aula 7,7,22,texto
3410,453,Aula 8,8,11,video
3411,453,Aula 9,9,21,quiz
3412,454,Aula 1,1,21,texto
3413,454,Aula 2,2,25,video
3414,454,Aula 3,3,5,video
3415,454,Aula 4,4,22,quiz
3416,454,Aula 5,5,13,video
3417,454,Aula 6,6,14,quiz
3418,454,Aula 7,7,18,quiz
3419,454,Aula 8,8,8,quiz
3420,455,Aula 1,1,16,texto
3421,455,Aula 2,2,25,quiz
3422,455,Aula 3,3,16,video
3423,455,Aula 4,4,6,quiz
3424,455,Aula 5,5,8,texto
3425,455,Aula 6,6,14,quiz
3426,456,Aula 1,1,19,texto
3427,456,Aula 2,2,12,quiz
3428,456,Aula 3,3,23,quiz
3429,456,Aula 4,4,25,quiz
3430,456,Aula 5,5,22,quiz
3431,456,Aula 6,6,12,texto
3432,457,Aula 1,1,14,quiz
3433,457,Aula 2,2,23,quiz
3434,457,Aula 3,3,9,quiz
3435,457,Aula 4,4,17,quiz
3436,457,Aula 5,5,12,video
3437,457,Aula 6,6,15,quiz
3438,457,Aula 7,7,23,video
3439,457,Aula 8,8,16,texto
3440,458,Aula 1,1,9,quiz
3441,458,Aula 2,2,18,texto
3442,458,Aula 3,3,7,video
3443,458,Aula 4,4,6,texto
3444,458,Aula 5,5,9,texto
3445,458,Aula 6,6,11,texto
3446,459,Aula 1,1,16,quiz
3447,459,Aula 2,2,21,texto
3448,459,Aula 3,3,23,quiz
3449,459,Aula 4,4,21,texto
3450,459,Aula 5,5,13,quiz
3451,459,Aula 6,6,20,quiz
3452,460,Aula 1,1,19,quiz
3453,460,Aula 2,2,20,quiz
3454,460,Aula 3,3,18,video
3455,460,Aula 4,4,9,quiz
3456,460,Aula 5,5,9,texto
3457,460,Aula 6,6,19,video
3458,460,Aula 7,7,21,quiz
3459,460,Aula 8,8,8,quiz
3460,460,Aula 9,9,11,texto
3461,461,Aula 1,1,6,quiz
3462,461,Aula 2,2,10,quiz
3463,461,Aula 3,3,16,video
3464,461,Aula 4,4,24,texto
3465,461,Aula 5,5,8,video
3466,461,Aula 6,6,16,quiz
3467,461,Aula 7,7,14,video
3468,461,Aula 8,8,21,video
3469,461,Aula 9,9,8,texto
3470,462,Aula 1,1,16,texto
3471,462,Aula 2,2,14,texto
3472,462,Aula 3,3,5,video
3473,462,Aula 4,4,9,quiz
3474,462,Aula 5,5,18,video
3475,462,Aula 6,6,14,texto
3476,462,Aula 7,7,11,video
3477,462,Aula 8,8,20,video
3478,463,Aula 1,1,22,texto
3479,463,Aula 2,2,7,video
3480,463,Aula 3,3,18,texto
3481,463,Aula 4,4,23,texto
3482,463,Aula 5,5,23,texto
3483,463,Aula 6,6,15,texto
3484,464,Aula 1,1,24,video
3485,464,Aula 2,2,9,quiz
3486,464,Aula 3,3,25,texto
3487,464,Aula 4,4,19,quiz
3488,464,Aula 5,5,19,video
3489,464,Aula 6,6,15,video
3490,464,Aula 7,7,24,quiz
3491,464,Aula 8,8,24,texto
3492,464,Aula 9,9,17,video
3493,465,Aula 1,1,15,quiz
3494,465,Aula 2,2,6,quiz
3495,465,Aula 3,3,19,quiz
3496,465,Aula 4,4,13,quiz
3497,465,Aula 5,5,7,video
3498,465,Aula 6,6,5,quiz
3499,465,Aula 7,7,25,quiz
3500,465,Aula 8,8,14,quiz
3501,465,Aula 9,9,25,video
3502,466,Aula 1,1,11,quiz
3503,466,Aula 2,2,22,quiz
3504,466,Aula 3,3,6,quiz
3505,466,Aula 4,4,21,video
3506,466,Aula 5,5,20,quiz
3507,466,Aula 6,6,5,video
3508,467,Aula 1,1,5,texto
3509,467,Aula 2,2,11,video
3510,467,Aula 3,3,23,texto
3511,467,Aula 4,4,7,quiz
3512,467,Aula 5,5,24,texto
3513,467,Aula 6,6,17,quiz
3514,467,Aula 7,7,6,texto
3515,468,Aula 1,1,15,texto
3516,468,Aula 2,2,10,texto
3517,468,Aula 3,3,5,quiz
3518,468,Aula 4,4,15,texto
3519,468,Aula 5,5,13,video
3520,468,Aula 6,6,8,video
3521,469,Aula 1,1,14,video
3522,469,Aula 2,2,10,texto
3523,469,Aula 3,3,7,video
3524,469,Aula 4,4,14,texto
3525,469,Aula 5,5,10,video
3526,469,Aula 6,6,24,texto
3527,469,Aula 7,7,10,video
3528,470,Aula 1,1,14,texto
3529,470,Aula 2,2,8,texto
3530,470,Aula 3,3,9,texto
3531,470,Aula 4,4,15,texto
3532,470,Aula 5,5,17,video
3533,470,Aula 6,6,6,video
3534,471,Aula 1,1,24,quiz
3535,471,Aula 2,2,12,texto
3536,471,Aula 3,3,21,quiz
3537,471,Aula 4,4,17,video
3538,471,Aula 5,5,13,video
3539,471,Aula 6,6,15,texto
3540,471,Aula 7,7,22,texto
3541,472,Aula 1,1,20,video
3542,472,Aula 2,2,18,quiz
3543,472,Aula 3,3,12,video
3544,472,Aula 4,4,13,quiz
3545,472,Aula 5,5,23,quiz
3546,472,Aula 6,6,8,video
3547,473,Aula 1,1,14,quiz
3548,473,Aula 2,2,18,texto
3549,473,Aula 3,3,7,quiz
3550,473,Aula 4,4,21,video
3551,473,Aula 5,5,9,texto
3552,473,Aula 6,6,22,video
3553,473,Aula 7,7,12,quiz
3554,474,Aula 1,1,22,texto
3555,474,Aula 2,2,6,video
3556,474,Aula 3,3,19,quiz
3557,474,Aula 4,4,14,quiz
3558,474,Aula 5,5,10,video
3559,474,Aula 6,6,6,texto
3560,474,Aula 7,7,13,quiz
3561,474,Aula 8,8,13,quiz
3562,474,Aula 9,9,17,texto
3563,475,Aula 1,1,23,quiz
3564,475,Aula 2,2,14,video
3565,475,Aula 3,3,10,quiz
3566,475,Aula 4,4,22,quiz
3567,475,Aula 5,5,7,texto
3568,475,Aula 6,6,7,texto
3569,475,Aula 7,7,8,video
3570,476,Aula 1,1,18,video
3571,476,Aula 2,2,24,quiz
3572,476,Aula 3,3,15,quiz
3573,476,Aula 4,4,15,quiz
3574,476,Aula 5,5,13,quiz
3575,476,Aula 6,6,19,texto
3576,476,Aula 7,7,12,quiz
3577,476,Aula 8,8,15,texto
3578,477,Aula 1,1,19,quiz
3579,477,Aula 2,2,15,video
3580,477,Aula 3,3,9,quiz
3581,477,Aula 4,4,5,quiz
3582,477,Aula 5,5,20,video
3583,477,Aula 6,6,5,quiz
3584,477,Aula 7,7,10,texto
3585,478,Aula 1,1,17,quiz
3586,478,Aula 2,2,7,quiz
3587,478,Aula 3,3,25,video
3588,478,Aula 4,4,22,video
3589,478,Aula 5,5,19,quiz
3590,478,Aula 6,6,8,texto
3591,478,Aula 7,7,17,quiz
3592,478,Aula 8,8,16,texto
3593,478,Aula 9,9,10,quiz
3594,479,Aula 1,1,8,texto
3595,479,Aula 2,2,16,video
3596,479,Aula 3,3,19,video
3597,479,Aula 4,4,12,quiz
3598,479,Aula 5,5,5,texto
3599,479,Aula 6,6,16,video
3600,480,Aula 1,1,24,quiz
3601,480,Aula 2,2,14,quiz
3602,480,Aula 3,3,12,video
3603,480,Aula 4,4,20,texto
3604,480,Aula 5,5,6,texto
3605,480,Aula 6,6,20,quiz
3606,481,Aula 1,1,5,video
3607,481,Aula 2,2,25,texto
3608,481,Aula 3,3,8,texto
3609,481,Aula 4,4,23,quiz
3610,481,Aula 5,5,20,video
3611,481,Aula 6,6,22,video
3612,481,Aula 7,7,23,quiz
3613,482,Aula 1,1,7,quiz
3614,482,Aula 2,2,9,quiz
3615,482,Aula 3,3,7,video
3616,482,Aula 4,4,13,quiz
3617,482,Aula 5,5,12,quiz
3618,482,Aula 6,6,13,video
3619,482,Aula 7,7,5,quiz
3620,483,Aula 1,1,22,texto
3621,483,Aula 2,2,5,texto
3622,483,Aula 3,3,25,quiz
3623,483,Aula 4,4,25,video
3624,483,Aula 5,5,15,texto
3625,483,Aula 6,6,18,texto
3626,483,Aula 7,7,8,quiz
3627,483,Aula 8,8,21,texto
3628,484,Aula 1,1,16,quiz
3629,484,Aula 2,2,6,quiz
3630,484,Aula 3,3,12,video
3631,484,Aula 4,4,13,texto
3632,484,Aula 5,5,22,texto
3633,484,Aula 6,6,15,video
3634,484,Aula 7,7,17,video
3635,484,Aula 8,8,15,video
3636,484,Aula 9,9,23,video
3637,485,Aula 1,1,18,video
3638,485,Aula 2,2,12,video
3639,485,Aula 3,3,10,texto
3640,485,Aula 4,4,14,video
3641,485,Aula 5,5,25,quiz
3642,485,Aula 6,6,8,video
3643,485,Aula 7,7,20,texto
3644,486,Aula 1,1,23,quiz
3645,486,Aula 2,2,15,texto
3646,486,Aula 3,3,12,video
3647,486,Aula 4,4,20,video
3648,486,Aula 5,5,15,video
3649,486,Aula 6,6,15,quiz
3650,487,Aula 1,1,7,quiz
3651,487,Aula 2,2,24,texto
3652,487,Aula 3,3,8,quiz
3653,487,Aula 4,4,19,quiz
3654,487,Aula 5,5,8,video
3655,487,Aula 6,6,6,video
3656,487,Aula 7,7,17,texto
3657,488,Aula 1,1,9,video
3658,488,Aula 2,2,19,video
3659,488,Aula 3,3,14,quiz
3660,488,Aula 4,4,25,texto
3661,488,Aula 5,5,7,video
3662,488,Aula 6,6,6,quiz
3663,489,Aula 1,1,14,texto
3664,489,Aula 2,2,17,video
3665,489,Aula 3,3,24,texto
3666,489,Aula 4,4,12,quiz
3667,489,Aula 5,5,24,video
3668,489,Aula 6,6,19,texto
3669,490,Aula 1,1,18,quiz
3670,490,Aula 2,2,24,video
3671,490,Aula 3,3,15,quiz
3672,490,Aula 4,4,5,texto
3673,490,Aula 5,5,21,texto
3674,490,Aula 6,6,23,video
3675,490,Aula 7,7,8,video
3676,490,Aula 8,8,5,quiz
3677,490,Aula 9,9,7,quiz
3678,491,Aula 1,1,23,video
3679,491,Aula 2,2,25,quiz
3680,491,Aula 3,3,13,texto
3681,491,Aula 4,4,18,texto
3682,491,Aula 5,5,24,texto
3683,491,Aula 6,6,10,video
3684,491,Aula 7,7,9,video
3685,492,Aula 1,1,9,texto
3686,492,Aula 2,2,23,texto
3687,492,Aula 3,3,21,quiz
3688,492,Aula 4,4,16,texto
3689,492,Aula 5,5,23,quiz
3690,492,Aula 6,6,9,video
3691,493,Aula 1,1,14,quiz
3692,493,Aula 2,2,15,texto
3693,493,Aula 3,3,16,video
3694,493,Aula 4,4,21,quiz
3695,493,Aula 5,5,9,video
3696,493,Aula 6,6,12,quiz
3697,493,Aula 7,7,22,video
3698,493,Aula 8,8,18,texto
3699,493,Aula 9,9,11,video
3700,494,Aula 1,1,7,texto
3701,494,Aula 2,2,11,quiz
3702,494,Aula 3,3,20,quiz
3703,494,Aula 4,4,19,quiz
3704,494,Aula 5,5,15,quiz
3705,494,Aula 6,6,23,texto
3706,494,Aula 7,7,24,texto
3707,495,Aula 1,1,15,video
3708,495,Aula 2,2,8,texto
3709,495,Aula 3,3,6,texto
3710,495,Aula 4,4,12,video
3711,495,Aula 5,5,25,video
3712,495,Aula 6,6,12,texto
3713,495,Aula 7,7,24,video
3714,495,Aula 8,8,12,texto
3715,495,Aula 9,9,15,quiz
3716,496,Aula 1,1,11,texto
3717,496,Aula 2,2,10,video
3718,496,Aula 3,3,16,video
3719,496,Aula 4,4,7,texto
3720,496,Aula 5,5,5,quiz
3721,496,Aula 6,6,8,video
3722,496,Aula 7,7,14,texto
3723,496,Aula 8,8,11,quiz
3724,496,Aula 9,9,23,texto
3725,497,Aula 1,1,5,video
3726,497,Aula 2,2,11,texto
3727,497,Aula 3,3,10,video
3728,497,Aula 4,4,13,quiz
3729,497,Aula 5,5,10,texto
3730,497,Aula 6,6,22,video
3731,498,Aula 1,1,11,video
3732,498,Aula 2,2,10,texto
3733,498,Aula 3,3,8,video
3734,498,Aula 4,4,9,texto
3735,498,Aula 5,5,25,video
3736,498,Aula 6,6,15,video
3737,498,Aula 7,7,14,texto
3738,499,Aula 1,1,16,texto
3739,499,Aula 2,2,10,quiz
3740,499,Aula 3,3,24,texto
3741,499,Aula 4,4,7,video
3742,499,Aula 5,5,9,video
3743,499,Aula 6,6,11,video
3744,499,Aula 7,7,22,texto
3745,500,Aula 1,1,15,quiz
3746,500,Aula 2,2,18,quiz
3747,500,Aula 3,3,12,video
3748,500,Aula 4,4,24,quiz
3749,500,Aula 5,5,11,quiz
3750,500,Aula 6,6,14,video
3751,500,Aula 7,7,15,video
3752,500,Aula 8,8,6,quiz
3753,501,Aula 1,1,9,quiz
3754,501,Aula 2,2,23,texto
3755,501,Aula 3,3,11,quiz
3756,501,Aula 4,4,7,texto
3757,501,Aula 5,5,24,video
3758,501,Aula 6,6,10,quiz
3759,501,Aula 7,7,17,quiz
3760,501,Aula 8,8,21,texto
3761,502,Aula 1,1,21,texto
3762,502,Aula 2,2,10,texto
3763,502,Aula 3,3,16,quiz
3764,502,Aula 4,4,20,quiz
3765,502,Aula 5,5,20,texto
3766,502,Aula 6,6,13,quiz
3767,502,Aula 7,7,17,quiz
3768,502,Aula 8,8,23,quiz
3769,502,Aula 9,9,6,video
3770,503,Aula 1,1,11,texto
3771,503,Aula 2,2,12,texto
3772,503,Aula 3,3,11,texto
3773,503,Aula 4,4,18,texto
3774,503,Aula 5,5,23,video
3775,503,Aula 6,6,16,texto
3776,503,Aula 7,7,22,video
3777,504,Aula 1,1,7,texto
3778,504,Aula 2,2,19,quiz
3779,504,Aula 3,3,16,video
3780,504,Aula 4,4,23,video
3781,504,Aula 5,5,19,quiz
3782,504,Aula 6,6,24,texto
3783,504,Aula 7,7,18,texto
3784,505,Aula 1,1,18,texto
3785,505,Aula 2,2,16,texto
3786,505,Aula 3,3,15,texto
3787,505,Aula 4,4,17,video
3788,505,Aula 5,5,10,texto
3789,505,Aula 6,6,12,texto
3790,505,Aula 7,7,25,video
3791,505,Aula 8,8,16,video
3792,505,Aula 9,9,14,quiz
3793,506,Aula 1,1,13,video
3794,506,Aula 2,2,8,video
3795,506,Aula 3,3,7,texto
3796,506,Aula 4,4,6,quiz
3797,506,Aula 5,5,11,texto
3798,506,Aula 6,6,11,quiz
3799,507,Aula 1,1,13,texto
3800,507,Aula 2,2,13,video
3801,507,Aula 3,3,24,video
3802,507,Aula 4,4,22,texto
3803,507,Aula 5,5,5,texto
3804,507,Aula 6,6,14,texto
3805,507,Aula 7,7,17,texto
3806,507,Aula 8,8,23,quiz
3807,508,Aula 1,1,20,quiz
3808,508,Aula 2,2,21,video
3809,508,Aula 3,3,17,video
3810,508,Aula 4,4,12,quiz
3811,508,Aula 5,5,11,texto
3812,508,Aula 6,6,12,quiz
3813,509,Aula 1,1,19,texto
3814,509,Aula 2,2,7,texto
3815,509,Aula 3,3,11,texto
3816,509,Aula 4,4,18,video
3817,509,Aula 5,5,19,texto
3818,509,Aula 6,6,22,video
3819,509,Aula 7,7,16,video
3820,509,Aula 8,8,23,video
3821,509,Aula 9,9,14,quiz
3822,510,Aula 1,1,20,quiz
3823,510,Aula 2,2,16,texto
3824,510,Aula 3,3,12,texto
3825,510,Aula 4,4,18,quiz
3826,510,Aula 5,5,17,quiz
3827,510,Aula 6,6,22,texto
3828,511,Aula 1,1,23,video
3829,511,Aula 2,2,23,video
3830,511,Aula 3,3,9,video
3831,511,Aula 4,4,15,quiz
3832,511,Aula 5,5,25,quiz
3833,511,Aula 6,6,24,quiz
3834,511,Aula 7,7,17,texto
3835,511,Aula 8,8,11,texto
3836,512,Aula 1,1,22,texto
3837,512,Aula 2,2,11,texto
3838,512,Aula 3,3,8,texto
3839,512,Aula 4,4,23,texto
3840,512,Aula 5,5,25,texto
3841,512,Aula 6,6,7,video
3842,513,Aula 1,1,22,video
3843,513,Aula 2,2,6,quiz
3844,513,Aula 3,3,24,texto
3845,513,Aula 4,4,5,video
3846,513,Aula 5,5,11,video
3847,513,Aula 6,6,17,texto
3848,514,Aula 1,1,12,texto
3849,514,Aula 2,2,21,video
3850,514,Aula 3,3,19,video
3851,514,Aula 4,4,16,quiz
3852,514,Aula 5,5,5,video
3853,514,Aula 6,6,15,texto
3854,514,Aula 7,7,17,video
3855,515,Aula 1,1,9,quiz
3856,515,Aula 2,2,18,texto
3857,515,Aula 3,3,7,texto
3858,515,Aula 4,4,11,video
3859,515,Aula 5,5,11,texto
3860,515,Aula 6,6,18,quiz
3861,516,Aula 1,1,10,quiz
3862,516,Aula 2,2,23,texto
3863,516,Aula 3,3,23,video
3864,516,Aula 4,4,21,quiz
3865,516,Aula 5,5,19,texto
3866,516,Aula 6,6,11,video
3867,516,Aula 7,7,9,texto
3868,516,Aula 8,8,7,texto
3869,516,Aula 9,9,24,video
3870,517,Aula 1,1,23,texto
3871,517,Aula 2,2,19,texto
3872,517,Aula 3,3,23,video
3873,517,Aula 4,4,7,texto
3874,517,Aula 5,5,25,texto
3875,517,Aula 6,6,16,quiz
3876,517,Aula 7,7,14,texto
3877,517,Aula 8,8,24,video
3878,518,Aula 1,1,12,video
3879,518,Aula 2,2,24,quiz
3880,518,Aula 3,3,18,texto
3881,518,Aula 4,4,17,quiz
3882,518,Aula 5,5,10,quiz
3883,518,Aula 6,6,23,video
3884,518,Aula 7,7,17,quiz
3885,518,Aula 8,8,6,video
3886,518,Aula 9,9,10,texto
3887,519,Aula 1,1,7,quiz
3888,519,Aula 2,2,11,texto
3889,519,Aula 3,3,18,quiz
3890,519,Aula 4,4,8,texto
3891,519,Aula 5,5,7,video
3892,519,Aula 6,6,21,texto
3893,519,Aula 7,7,18,texto
3894,519,Aula 8,8,10,texto
